,name,content,date
452,락토핏 골드 1통 (50일분),아이도 좋아하는 맛,2023-10-24
453,락토핏 골드 1통 (50일분),좋아요~~ 꾸준히 먹고 있습니다! ㅎㅎ,2023-10-24
454,락토핏 골드 1통 (50일분),빠른배송감사합니다 목넘김도 좋고 건강도챙기고 좋아요,2023-10-24
455,락토핏 골드 1통 (50일분),가성비 좋은 유산균,2023-10-24
456,락토핏 골드 1통 (50일분),항상 애용하는 유산균입니다 굿,2023-10-23
457,락토핏 골드 1통 (50일분),유산균 아침에 먹고있는데 너무 좋아요 양도 넉넉해서 먹기에도넉넉합니다 꾸준히 먹어보려고 해요,2023-10-23
458,락토핏 골드 1통 (50일분),온가족이 편하게 먹을수 있어서 자주 구매합니다,2023-10-23
459,락토핏 골드 1통 (50일분),"가족들이 다 좋아해요
유산균중 최고죠^^",2023-10-23
460,락토핏 골드 1통 (50일분),락토핏 유산균 무난하게 잘 먹을수 있는 유산균이라서 계속 잘 먹고있습니다.50일씩 되있어서 편하기도 합니다.,2023-10-24
461,락토핏 골드 1통 (50일분),락토핏 잘 먹고있습니다. 먹었을때 맛있기도 해서 안까먹고 잘 챙겨먹고있습니다.배송도 빠른편이었던것같습니다.,2023-10-24
462,락토핏 골드 1통 (50일분),종근당 락토핏 너무 잘 먹고 있어요! 굿이에요 굿굿!!,2023-10-24
463,락토핏 골드 1통 (50일분),국민 락토핏 좋아요!,2023-10-24
464,락토핏 골드 1통 (50일분),빠른배송 감사합니다,2023-10-24
465,락토핏 골드 1통 (50일분),감사합니다 잘먹고잇어요,2023-10-24
466,락토핏 골드 1통 (50일분),감사합니다 좋아요 잘먹고잇어요,2023-10-24
467,락토핏 골드 1통 (50일분),배송도 빠르고 적립금 부지런히 모아서 저렴하게 잘 구매했어요 다음에 또 주문할게요~,2023-10-24
468,락토핏 골드 1통 (50일분),"락토핏 한줌씩 가방마다 넣어두고 생각나면 꺼내먹어요 
믿고 먹을만한 유산균입니다 
담엔 세트로 가성비 좋게 구입해야겠어요",2023-10-24
469,락토핏 골드 1통 (50일분),"휴대가 좋고 맛도좋아서 가방에 가지고 다녀요 
먹을때랑 안먹을때랑 확실히 달라요",2023-10-24
470,락토핏 골드 1통 (50일분),"맛있고 좋아요
왜 인기인지 알거같아요
",2023-10-24
471,락토핏 골드 1통 (50일분),워낙유명한거라 말이 필요없는!! ,2023-10-24
472,락토핏 골드 1통 (50일분),아이도 좋아하는 맛,2023-10-24
473,락토핏 골드 1통 (50일분),좋아요~~ 꾸준히 먹고 있습니다! ㅎㅎ,2023-10-24
474,락토핏 골드 1통 (50일분),빠른배송감사합니다 목넘김도 좋고 건강도챙기고 좋아요,2023-10-24
475,락토핏 골드 1통 (50일분),가성비 좋은 유산균,2023-10-24
476,락토핏 골드 1통 (50일분),항상 애용하는 유산균입니다 굿,2023-10-23
477,락토핏 골드 1통 (50일분),유산균 아침에 먹고있는데 너무 좋아요 양도 넉넉해서 먹기에도넉넉합니다 꾸준히 먹어보려고 해요,2023-10-23
478,락토핏 골드 1통 (50일분),온가족이 편하게 먹을수 있어서 자주 구매합니다,2023-10-23
479,락토핏 골드 1통 (50일분),"가족들이 다 좋아해요
유산균중 최고죠^^",2023-10-23
480,락토핏 골드 1통 (50일분),선물용으로 좋아요~,2023-10-23
481,락토핏 골드 1통 (50일분),매번 먹는 유산균이에요~,2023-10-23
482,락토핏 골드 1통 (50일분),꾸준히 먹고 있습니다.,2023-10-23
483,락토핏 골드 1통 (50일분),매일매일 하나씩 먹으면 장건강 개선에 좋을것 같아요..가족모두가 챙겨 먹으면 더 좋을것 같구요..,2023-10-22
484,락토핏 골드 1통 (50일분),항상 공복에 챙겨먹는 유산균입니다,2023-10-22
485,락토핏 골드 1통 (50일분),유산균은 락토핏이 좋아요,2023-10-22
486,락토핏 골드 1통 (50일분),항상 잘 먹고 있습니다.,2023-10-22
487,락토핏 골드 1통 (50일분),항상 잘 먹고 있습니다.,2023-10-22
488,락토핏 골드 1통 (50일분),"종근당 몰에서 주문해서 너무 잘 먹고있어요
우리 가족들은 락토핏 골드만 먹어요
좋은 유산균 잘 먹고있어요 감사합니다",2023-10-22
489,락토핏 골드 1통 (50일분),"종근당 몰에서 주문해서 너무 잘 먹고있어요
우리 가족들은 락토핏 골드만 먹어요
좋은 유산균 잘 먹고있어요 감사합니다",2023-10-22
490,락토핏 골드 1통 (50일분),"종근당 몰에서 주문해서 너무 잘 먹고있어요
우리 가족들은 락토핏 골드만 먹어요
좋은 유산균 잘 먹고있어요 감사합니다",2023-10-22
491,락토핏 골드 1통 (50일분),"종근당 몰에서 주문해서 너무 잘 먹고있어요
우리 가족들은 락토핏 골드만 먹어요
좋은 유산균 잘 먹고있어요 감사합니다",2023-10-22
492,락토핏 골드 1통 (50일분),"종근당 몰에서 주문해서 너무 잘 먹고있어요
우리 가족들은 락토핏 골드만 먹어요
좋은 유산균 잘 먹고있어요 감사합니다",2023-10-22
493,락토핏 골드 1통 (50일분),좋아요좋아요 좋아요.,2023-10-22
494,락토핏 골드 1통 (50일분),기존에 오프라인으로 사서 구매해먹었는데 온라인몰을 알게되어 잘 구입해서 먹었습니다^^ 좋아요!!,2023-10-22
495,락토핏 골드 1통 (50일분),핏핏핏핏 유산균은 역시 락토핏♡,2023-10-22
496,락토핏 골드 1통 (50일분),핏핏핏핏 유산균은 역시 락토핏♡,2023-10-22
497,락토핏 골드 1통 (50일분),핏핏핏핏 유산균은 역시 락토핏♡,2023-10-22
498,락토핏 골드 1통 (50일분),유산균 좋아요. 빈속에 섭취,2023-10-22
499,락토핏 골드 1통 (50일분),엄마께 주기적으로 사드리고 있는 유산균이에요 맛있어서 더 손이가요,2023-10-21
500,락토핏 골드 1통 (50일분),저렴하게 잘 구입했습니다 ,2023-10-21
501,락토핏 골드 1통 (50일분),좋아요..매일 먹고있어요ㅎㅎㅎ,2023-10-21
502,락토핏 골드 1통 (50일분),국민 유산균 락토핏 맛있어서 더 찾게되요,2023-10-21
503,락토핏 골드 1통 (50일분),처음 먹어보는데 맛이 좋아요 아침 공복에 한개씩. 맛나서 기분도 업되고요. 기분 탓인지 왠지 요즘은 장도 편한것 같습니다. 자주 애용할듯^^,2023-10-21
504,락토핏 골드 1통 (50일분),"내가 먹을려고 샀더니 애들이 뺏어 먹네요ㅋㅋㅋ
맛이 있어서 그런지 먹으려하면 자기들도 달라고해요~
들고다니기도 간편하고 좋아요",2023-10-20
505,락토핏 골드 1통 (50일분),락토핏 골드야말로 스터디셀러라고 말할 수 있죠. 앞으로도 락토핏은 구매예정입니다. 만족합니다.,2023-10-20
506,락토핏 골드 1통 (50일분),매일 먹고 있어요 맛이 있어서 아이들도 잘 먹너요 근데 가루라서 입에 남기도 하고 재채기 걸리면 분수 튀어나올수있으니 주믜해야해요. ,2023-10-20
507,락토핏 골드 1통 (50일분),"좋은제품인거 다들 알실거 같아요 
저희집과 부모님께선10년쯤부터 이것만 먹어요
떨어지면 불안해요 ㅎ",2023-10-19
508,락토핏 골드 1통 (50일분),"좋은제품인거 다들 알실거 같아요 
저희집과 부모님께선10년쯤부터 이것만 먹어요
떨어지면 불안해요 ㅎ",2023-10-19
509,락토핏 골드 1통 (50일분),저렴하게 잘 구매했어요 포장이 정말 안전하게 오네요,2023-10-19
510,락토핏 골드 1통 (50일분),"배송도 빠르고 잘 넘어 갑니다
이벤트도 많이 하고 맘에 듭니다",2023-10-19
511,락토핏 골드 1통 (50일분),가족들과 모두 함께 챙겨 먹고 있네요  ,2023-10-18
512,락토핏 골드 1통 (50일분),맛도 좋고 한포씩 되어있어 먹기 편합니다,2023-10-18
513,락토핏 골드 1통 (50일분),락토핏 먹기도 좋고 효과도 좋아요,2023-10-18
514,락토핏 골드 1통 (50일분),"다른제품 먹다가 안좋아서 이제품구매 해봣어요
먹는데 부담없고 좋네요
요즘 소하흡수가 안되는거같앗는데좋아지길기대해봅니다",2023-10-18
515,락토핏 골드 1통 (50일분),"늘 이용하는 제품입니다
포인트로 저렴하게 구매해서 잘 먹고 있습니다",2023-10-18
516,락토핏 골드 1통 (50일분),"꾸준히 먹고있는제품.
적립금써서 거의 공짜로 받음.
종근당몰 넘 좋아요~",2023-10-17
517,락토핏 골드 1통 (50일분),"락토핏 골드, 일전에 몇 포 꾸준히 먹어 보았는데 확실히 수월하더라고요~
1등 유산균은 역시 아무나 하는게 아닌가 봅니다. 효과 좋네요!
전국민의 사랑을 받는 만큼 가격만 좀 더 착해지면 좋겠어요~",2023-10-17
518,락토핏 골드 1통 (50일분),좋아요 좋아요 좋아요 ,2023-10-17
519,락토핏 골드 1통 (50일분),락토핏골드 좋습니다. 간편하게 먹을수 있는 스틱형이라서 외출시 소지하기도 좋습니다. 한포양이 적당하고 맛도 있어서 종근당 락토핏 마음에 듭니다. 현재 지금 잘 섭취하고 있습니다. 다음에 또 재구매하겠습니다. 감사합니다^^,2023-10-17
520,락토핏 골드 1통 (50일분),매일 먹고 있어요 변비탈출 효과 좋아요,2023-10-17
521,락토핏 골드 1통 (50일분),정말 좋네요. 우리 가족 모두 구매해서 먹고 있어요.,2023-10-16
522,락토핏 골드 1통 (50일분),몇번 먹어보긴했는데 종근당몰 덕분에 락토핏에 정착할것같네요 부담없이 먹기에 딱 좋아요 적립금 모으는 재미가 솔솔해요,2023-10-16
523,락토핏 골드 1통 (50일분),몇번 먹어보긴했는데 종근당몰 덕분에 락토핏에 정착할것같네요 부담없이 먹기에 딱 좋아요 배송더 빠르고 맘에 들어요,2023-10-16
524,락토핏 골드 1통 (50일분),"락토핏 골드 맛도 좋고 복용도 간편해서 좋아요
꾸준히 복용해보려구요",2023-10-16
525,락토핏 골드 1통 (50일분),"락토핏 골드 맛도 좋고 복용도 간편해서 좋아요
꾸준히 복용해보려구요",2023-10-16
526,락토핏 골드 1통 (50일분),"락토핏 골드 맛도 좋고 복용도 간편해서 좋아요
꾸준히 복용해보려구요",2023-10-16
527,락토핏 골드 1통 (50일분),"락토핏 골드 맛도 좋고 복용도 간편해서 좋아요
꾸준히 복용해보려구요",2023-10-16
528,락토핏 골드 1통 (50일분),배송도 빠르고 먹기도 간편하고 가족들이 좋아해요,2023-10-16
529,락토핏 골드 1통 (50일분),락토핏은 온가족이 먹기좋아요,2023-10-16
530,락토핏 골드 1통 (50일분),가족이 꾸준히 먹는데 좋아요~,2023-10-16
531,락토핏 골드 1통 (50일분),쭉  먹고있는 제품입니다.  일상이 되어버렸죠.,2023-10-16
532,락토핏 골드 1통 (50일분),장건강에 너무 줗은것 같아요..변비에 도 좋은것 같고 가족모두 먹으면. 좋을것같아요..,2023-10-16
533,락토핏 골드 1통 (50일분),"랏토핏 좋아요 
종근당몰에서 저렴하게 사서 더 좋습니다",2023-10-16
534,락토핏 골드 1통 (50일분),랏토핏은 항상 저한텐 잘맞네요 ,2023-10-16
535,락토핏 골드 1통 (50일분),변비로 고생하시는 엄마 사드렸는데 효과있길 바래봅니다 추가 구매로 이어지길 바래요,2023-10-15
536,락토핏 골드 1통 (50일분),잘 먹고 있어요~^^,2023-10-15
537,락토핏 골드 1통 (50일분),먹기도 편하고 휴대 하기도 좋아요,2023-10-15
538,락토핏 골드 1통 (50일분),유산균은 역시 락토핏이 최고,2023-10-15
539,락토핏 골드 1통 (50일분),가족 다 같이 먹어요~,2023-10-15
540,락토핏 골드 1통 (50일분),좋아요. 잘 챙겨먹고 있어요,2023-10-15
541,락토핏 골드 1통 (50일분),가격도 좋고 상품도 좋아요,2023-10-15
542,락토핏 골드 1통 (50일분),대사증후군으로 매번 속이 불편하였는데 먹으니 조금 좋아진거 같습니다.,2023-10-14
543,락토핏 골드 1통 (50일분),배송도 빠르고 좋습니다 ㅎㅎ,2023-10-14
544,락토핏 골드 1통 (50일분),타 회사 유산군 먹다가 락토핏으로 갈이탔는데 만족스럽습니다.,2023-10-14
545,락토핏 골드 1통 (50일분),좋은상품 + 빠른배송 + 합리적 가격 및 혜택 = 재구매,2023-10-14
546,락토핏 골드 1통 (50일분),"락토핏 온가족이 함께 먹어요
아연까지 함유되어 더욱 좋습니다",2023-10-14
547,락토핏 골드 1통 (50일분),항상먹는 유산균이에요,2023-10-14
548,락토핏 골드 1통 (50일분),"잘먹었습니다 맛도좋아요
",2023-10-14
549,락토핏 골드 1통 (50일분),락토핏골드 맛있어서 추천합니다 ㅎㅎ,2023-10-13
550,락토핏 골드 1통 (50일분),늘 먹던 제품 저렴히 구매했어요,2023-10-12
551,락토핏 골드 1통 (50일분),잘 받았어요 믿고 먹는 락토핏이라 떨어지면 바로 재주문합니다,2023-10-12
552,락토핏 골드 1통 (50일분),장건강에는 락토핏이 좋아요,2023-10-12
553,락토핏 골드 1통 (50일분),꾸준히 먹으니 화장실 하루 함번 꼭 가게되더라구요 ㅋㅋ다 먹어서 새로 구매하려구요~,2023-10-12
554,락토핏 골드 1통 (50일분),감사합니다 😀 유산균은 랏토핏!!,2023-10-12
555,락토핏 골드 1통 (50일분),좋아요 감사합니다 항상먹는 유산균,2023-10-12
556,락토핏 골드 1통 (50일분),"늘 먹는 유산균이에요~
맛도 좋아서 잘 챙기게 되네요!",2023-10-11
557,락토핏 골드 1통 (50일분),"유산균 좋다고 해서 구매했어요
유효기간 넉넉하고 좋아요
꾸준히 먹어볼게요~",2023-10-11
558,락토핏 골드 1통 (50일분),감사합니다 좋습니다.  ,2023-10-11
559,락토핏 골드 1통 (50일분),하루하루 섭취하고 있는데 효과를 보는것 같아요,2023-10-11
560,락토핏 골드 1통 (50일분),맛있어서 잘 챙겨먹게 되는 유산균입니다,2023-10-11
561,락토핏 골드 1통 (50일분),"늘 먹는거라 또 구매합니다^^
몰에서 직접 구매하니까 편하고 좋아요 .",2023-10-10
562,락토핏 골드 1통 (50일분),좋은제품 저렴하게 구입했습니다,2023-10-10
563,락토핏 골드 1통 (50일분),매번 구매하는데 만족합니다 ,2023-10-10
564,락토핏 골드 1통 (50일분),적립금사용해서 착한가격에 기분좋게 구매합니다 ,2023-10-10
565,락토핏 골드 1통 (50일분),계속 사용하고 있는 제품이라 재구매합니다 ,2023-10-10
566,락토핏 골드 1통 (50일분),엄마드신다해서 주문했는데 만족합니다 ,2023-10-10
567,락토핏 골드 1통 (50일분),좋아요~~저렴하게잘샀어요,2023-10-10
568,락토핏 골드 1통 (50일분),온가족이 잘먹고있어요 우리집 필수품~ 휴대가 간편하고 먹기 너무좋아요 만족합니다 맛있어요^^,2023-10-10
569,락토핏 골드 1통 (50일분),"먹고난 다음날과 안먹은날이 틀려요~ 매일하루 한포씩 꼬박꼬박챙겨먹기좋아요
가볍게 먹기 좋아요 휴대가 간편해서 좋습니다",2023-10-10
570,락토핏 골드 1통 (50일분),맛있고 저희신랑 애정 유산균입니다,2023-10-10
571,락토핏 골드 1통 (50일분),달달한 맛에 계속 먹게되는유산균이에요,2023-10-10
572,락토핏 골드 1통 (50일분),"늘 챙겨먹던 유산균인데,
심지어 명절선물로 사서
드리기까지했던! 
종근당몰에서 행사가로 저렴하게
사서 너무 좋았음",2023-10-10
573,락토핏 골드 1통 (50일분),평소 화장실 사용 시간이 길었는데 락토핏 꾸준히 먹고나서 사용 시간이 짧아졌어요.,2023-10-10
574,락토핏 골드 1통 (50일분),잘 받았어요 .잘 쓰고 있어요 . 마음에 드는 제품 입니다.,2023-10-10
575,락토핏 골드 1통 (50일분),잘먹고있어요 ㅎㅎ 조아요,2023-10-09
576,락토핏 골드 1통 (50일분),유통기한 넉넉해서 좋습니다.,2023-10-09
577,락토핏 골드 1통 (50일분),양 적당하고 먹기 편해요 ,2023-10-09
578,락토핏 골드 1통 (50일분),"복용해보니까 좋아서 또 구매했어요
당분간 꾸준히 먹어볼께요~~",2023-10-08
579,락토핏 골드 1통 (50일분),잘먹고있어요. 또구매할게요,2023-10-08
580,락토핏 골드 1통 (50일분),아이들 잘먹이고있어요..감사합니다,2023-10-08
581,락토핏 골드 1통 (50일분),매번 잘구매해서 잘먹고있어요,2023-10-08
582,락토핏 골드 1통 (50일분),또구매할게요. 아이들과잘먹고있어요,2023-10-08
583,락토핏 골드 1통 (50일분),우리집건강지킴이입니다. 잘받았고 잘먹고있어요,2023-10-08
584,락토핏 골드 1통 (50일분),성취가 넘 간편해서 항상 먹어요. 맛도 좋아 만족합니다 ,2023-10-08
585,락토핏 골드 1통 (50일분),저렴하게 잘 구매했습니다.,2023-10-08
586,락토핏 골드 1통 (50일분),배송은 주문 후 배송시작까지 시간은 걸렸지만 락토핏 자체는 유산균 제품들중 베스트셀러인 만큼 좋아서 만족하면서 먹고 있네요. 좋아요!,2023-10-07
587,락토핏 골드 1통 (50일분),넘 잘 먹고 있어요 좋아요,2023-10-07
588,락토핏 골드 1통 (50일분),"항상 잘 이용하고 있어요 
맛도 괜찮고 , 제일 무난해요
건강에 도움이 되는 것 같아요 ㅎㅎ ",2023-10-07
589,락토핏 골드 1통 (50일분),매일 가족 모두 먹고 있어요.,2023-10-07
590,락토핏 골드 1통 (50일분),"저렴하게 주문했어요~
변비있는 딸 주려구 구입했어요",2023-10-07
591,락토핏 골드 1통 (50일분),저렴한 가격에 잘 구매 했어요 ,2023-10-07
592,락토핏 골드 1통 (50일분),저렴한 가격에 잘 구매 했어요 그리고 제가 좋아하는 브랜드 입니다 ,2023-10-07
593,락토핏 골드 1통 (50일분),저렴한 가격에 잘 구매했어요 정말 감사합니다 ,2023-10-07
594,락토핏 골드 1통 (50일분),"이벤트로받았는데 너무좋아요 저는 아연들어간걸로 사서
아이랑 같이먹어요",2023-10-07
595,락토핏 골드 1통 (50일분),저렴하게 구입했네 매년 꾸준히 먹고 있어요 ,2023-10-07
596,락토핏 골드 1통 (50일분),그냥 잘 왔어요 안깨지니까 내가 먹을꺼니까,2023-10-06
597,락토핏 골드 1통 (50일분),잘받았어요 감사합니다 ,2023-10-06
598,락토핏 골드 1통 (50일분),잘받았어요 감사합니다 ,2023-10-06
599,락토핏 골드 1통 (50일분),좋아요!!잘 받았어요!!만족합니다!!!,2023-10-06
600,락토핏 골드 1통 (50일분),유산균은 역시 락토핏입니다,2023-10-06
601,락토핏 골드 1통 (50일분),락토핏 온가족이 먹구 있어요 배송빠르구 좋아요,2023-10-06
602,락토핏 골드 1통 (50일분),잘 먹고있습니다 ㅎㅎㅎ,2023-10-06
603,락토핏 골드 1통 (50일분),좋은 가격으로 좋은 품질 유산균 구매해서 좋습니다,2023-10-06
604,락토핏 골드 1통 (50일분),좋은 가격으로 좋은 품질 유산균 구매해서 좋습니다,2023-10-06
605,락토핏 골드 1통 (50일분),좋은 가격으로 좋은 품질 유산균 구매해서 좋습니다,2023-10-06
606,락토핏 골드 1통 (50일분),항상 먹는 유산균입니다,2023-10-06
607,락토핏 골드 1통 (50일분),항상 먹는 유산균입니다,2023-10-06
608,락토핏 골드 1통 (50일분),선물용으로 좋이요!!!,2023-10-06
609,락토핏 골드 1통 (50일분),저렴하게 구매했어요~,2023-10-06
610,락토핏 골드 1통 (50일분),자주 먹는 유산균이에요,2023-10-06
611,락토핏 골드 1통 (50일분),자주 먹는 유산균이에요,2023-10-06
612,락토핏 골드 1통 (50일분),늘 먹고 있는데 좋아요 ,2023-10-05
613,락토핏 골드 1통 (50일분),락토핏 계속 이용중인 제품 좋아요 ,2023-10-05
614,락토핏 골드 1통 (50일분),온ㄱㅏ족 필수품 유산균~ 어른부터 아이들까지 랏토핏 하나로 다같이 장건강 챙겨요~,2023-10-05
615,락토핏 골드 1통 (50일분),"배송도빠르고 유산균하며락토핏이죠 ㅎㅎ
맛도맛있고 간편해서 좋아요 굿굿",2023-10-05
616,락토핏 골드 1통 (50일분),효과도 좋고 가격도 만족해요,2023-10-05
617,락토핏 골드 1통 (50일분),배송빠르고 좋아요^^,2023-10-04
618,락토핏 골드 1통 (50일분),"적립금 사용으로 저렴하게 구입했어요
유통기한 길어서 만족해요",2023-10-04
619,락토핏 골드 1통 (50일분),"좋아요
먹기편하고 맛있어요
",2023-10-04
620,락토핏 골드 1통 (50일분),매일 먹던거에요 너무 좋습니다!! 계속 구매해요,2023-10-04
621,락토핏 골드 1통 (50일분),통에 넣어둔채로 그대로 먹기 편해서 더 좋은듯해요,2023-10-04
622,락토핏 골드 1통 (50일분),먹기 좋고 휴대하기도 편해서 잘 먹고있어요,2023-10-04
623,락토핏 골드 1통 (50일분),너무 좋았어요 자주 먹을 생각이에요,2023-10-04
624,락토핏 골드 1통 (50일분),유통기한 넉넉하고 출산 후 소양증 때문에 면역력 증진을 위한 장건강에 신경쓰기위해 꾸준히 먹었더니 다행히 지금은 많이 없어졌어요. 10년간의 만성변비를 해결해준 고마운 제품 입니다. 맛도 좋고 저렴하게 구입할 수 있어서 좋아요.,2023-10-03
625,락토핏 골드 1통 (50일분),유통기한 넉넉하고 출산 후 소양증 때문에 면역력 증진을 위한 장건강에 신경쓰기위해 꾸준히 먹었더니 다행히 지금은 많이 없어졌어요. 10년간의 만성변비를 해결해준 고마운 제품 입니다. 맛도 좋고 저렴하게 구입할 수 있어서 좋아요.,2023-10-03
626,락토핏 골드 1통 (50일분),배송빠르고 품질 좋습니다 ,2023-10-03
627,락토핏 골드 1통 (50일분),락토핏 통도 이쁘네요 잘먹고 건강 챙기겠습니다,2023-10-02
628,락토핏 골드 1통 (50일분),"떨어지기전에 미리 구입해둬요
착한가격. 빠른배송 만족합니다",2023-10-01
629,락토핏 골드 1통 (50일분),"가족 모두 열심히 챙겨 먹어요
",2023-10-01
630,락토핏 골드 1통 (50일분),온가족의 장건강을 위해 챙겨먹습니다.,2023-10-01
631,락토핏 골드 1통 (50일분),항상주문하는 제품이에요 ,2023-10-01
632,락토핏 골드 1통 (50일분),장에 좋다고 해서 꾸준히 먹고 있는데 아직 한달 정도 복용후라 좀더 꾸준히 먹어볼려합니다,2023-09-30
633,락토핏 골드 1통 (50일분),평소에 먹던 락토핏 골드 유산균이라 구매했고 맛있습니다,2023-09-30
634,락토핏 골드 1통 (50일분),맛있어요  자주 사먹어요 화장실잘가요,2023-09-30
635,락토핏 골드 1통 (50일분),"항상 자주 사먹던거라 애용해요
다른 제품보다 맛있어요 ",2023-09-30
636,락토핏 골드 1통 (50일분),알약 먹기 싫어서 가루형 유산균 먹는데 맛있고 편해서 좋아요,2023-09-30
637,락토핏 골드 1통 (50일분),늘 먹던거라 적립금으로 구매했어요.,2023-09-30
638,락토핏 골드 1통 (50일분),늘 먹던건데 좋은 가격에 잘 샀어요.,2023-09-30
639,락토핏 골드 1통 (50일분),"락토핏
너무 좋아요 
꾸준히 먹고있어요",2023-09-30
640,락토핏 골드 1통 (50일분),락토핏 잘 산거 같아요 온가족 먹고 있는데 다들 좋아하네요 잘먹을게요~,2023-09-30
641,락토핏 골드 1통 (50일분),락토핏 처음 먹어보는데 너무 좋아요 맛도 좋고 유명한 이유가 있네요 계속 락토핏만 먹을 것 같아요,2023-09-30
642,락토핏 골드 1통 (50일분),온가족이 함께 잘 먹고있어요.,2023-09-30
643,락토핏 골드 1통 (50일분),"항상 먹는건데 저렴하고 맛도 나쁘지 않아요
먹으면 30분내로 신호옵니다",2023-09-30
644,락토핏 골드 1통 (50일분),감사합니다 배송짱이예요 또 주문할게요 수고하세요 감사합니다 ㅎㅎ ,2023-09-29
645,락토핏 골드 1통 (50일분),아이랑 매일 챙겨먹어요,2023-09-29
646,락토핏 골드 1통 (50일분),온가족이 먹는 제품이예요,2023-09-29
647,락토핏 골드 1통 (50일분),항상 먹는 유산균입니다 좋아요 또 구매하겠습니다,2023-09-29
648,락토핏 골드 1통 (50일분),락토핏 좋은 건 모두 잘 알고있잖아요. 좋은 제품입니다.,2023-09-29
649,락토핏 골드 1통 (50일분),잘받았습니다 고소하고 맛있고요 약간 달달해서 간식처럼 먹어요 한봉지씩 챙겨먹는 중입니다 약간 분유 우유맛도 나고 새콤한 요거트같기도 하고요.,2023-09-29
650,락토핏 골드 1통 (50일분),잘 받았습니다 ㅋㅋ,2023-09-28
651,락토핏 골드 1통 (50일분),저렴하게 잘 구매했어요 맛도 있고 좋아요,2023-09-28
652,락토핏 골드 1통 (50일분),매일매일 잘 먹었어요,2023-09-28
653,락토핏 골드 1통 (50일분),맛있어요. 잘먹었어요,2023-09-28
654,락토핏 골드 1통 (50일분),포도맛이라 아이도 잘 먹어요,2023-09-28
655,락토핏 골드 1통 (50일분),"쿠폰, 적립금 써서 잘삿어요 감사감사
잘먹을께요 굳굳",2023-09-28
656,락토핏 골드 1통 (50일분),장건강을 위하여 잘 먹고있습니다.,2023-09-28
657,락토핏 골드 1통 (50일분),조아요 조아요 조아요 조아요 ,2023-09-28
658,락토핏 골드 1통 (50일분),말모말모 최고입니다,2023-09-28
659,락토핏 골드 1통 (50일분),"맛이 거부감이 없너서 아이들과 같이
먹기에 너무 좋습니다",2023-09-28
660,락토핏 골드 1통 (50일분),좋아요 맛도 맛있어요,2023-09-28
661,락토핏 골드 1통 (50일분),"열심히 잘먹고 재주문했어요
연휴 앞두고 빠르게 배송받아 다행이네요
상품.가격.배송 모두 만족합니다",2023-09-27
662,락토핏 골드 1통 (50일분),"꾸준하게 챙겨먹는게 중요하겠죠? 
열심히 부지런히 먹고 있어요 
우리 모두 건강하게~",2023-09-27
663,락토핏 골드 1통 (50일분),락토핏 골드 유산균 맛있고 믿을수 있어서 만족합니다 ,2023-09-27
664,락토핏 골드 1통 (50일분),유산균은 락토핏 골드만 먹어요.맛도좋고 믿을수 있는 제품인것 같아요 ,2023-09-27
665,락토핏 골드 1통 (50일분),100원 구매!!!최고입니다,2023-09-27
666,락토핏 골드 1통 (50일분),"출석 꾸준히해서 적립금쓰고 100원구매~
추석전 배송와서 지인분 선물드렸어요~
감사합니다",2023-09-27
667,락토핏 골드 1통 (50일분),적립금쓰고 저렴히산 락토핏~배송도 빠르고 넘좋아요,2023-09-27
668,락토핏 골드 1통 (50일분),배송이 엄첨빠름 굿굿,2023-09-27
669,락토핏 골드 1통 (50일분),락토핏 좋아요~~ 꾸준히 먹거있어요,2023-09-27
670,락토핏 골드 1통 (50일분),좋아요 유통기한도 길어요,2023-09-27
671,락토핏 골드 1통 (50일분),꾸준히 잘 먹고 있습니다 감사합니다 ,2023-09-27
672,락토핏 골드 1통 (50일분),국민 유산균 락토핏! 잘 먹고 있어요~ 꾸준히 먹으면 효과가 있겠죠? 낮 보다 밤에 먹어야 효과가 더 좋은 것 같아요,2023-09-27
673,락토핏 골드 1통 (50일분),저렴하게 잘이용하고읶어요,2023-09-27
674,락토핏 골드 1통 (50일분),맛이 좋아서 먹는데 거부감이 없어서 좋아요. 꾸준한 섭취로 편안해졋어요,2023-09-27
675,락토핏 골드 1통 (50일분),장에는 먹어야 하는 제품이라 구입하고 있습니다.,2023-09-27
676,락토핏 골드 1통 (50일분),엄청빨리왔어요 감사합니다 이만한게 없네요,2023-09-27
677,락토핏 골드 1통 (50일분),잘받았습니다 감사합니다 ,2023-09-26
678,락토핏 골드 1통 (50일분),"매번 주문합니다!
항상 감사드립니다~ㅎㅎ",2023-09-26
679,락토핏 골드 1통 (50일분),꾸준히 잘먹고 있어요!,2023-09-26
680,락토핏 골드 1통 (50일분),좋아요 맛도 맛있어요,2023-09-28
681,락토핏 골드 1통 (50일분),"열심히 잘먹고 재주문했어요
연휴 앞두고 빠르게 배송받아 다행이네요
상품.가격.배송 모두 만족합니다",2023-09-27
682,락토핏 골드 1통 (50일분),"꾸준하게 챙겨먹는게 중요하겠죠? 
열심히 부지런히 먹고 있어요 
우리 모두 건강하게~",2023-09-27
683,락토핏 골드 1통 (50일분),락토핏 골드 유산균 맛있고 믿을수 있어서 만족합니다 ,2023-09-27
684,락토핏 골드 1통 (50일분),유산균은 락토핏 골드만 먹어요.맛도좋고 믿을수 있는 제품인것 같아요 ,2023-09-27
